software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,deprecated_at,deprecated_reason,product_id,purl_coverage_flag,data_quality_notes
Fortinet FortiGate (FortiOS),,,,,,not_found,,2026-05-10,,,fortinet-fortigate-fortios,,
Fortinet FortiGate-Rugged,,,,,,not_found,,2026-05-10,,,fortinet-fortigate-rugged,,
Fortinet FortiManager,,,,,,not_found,,2026-05-10,,,fortinet-fortimanager,,
Fortinet FortiOS,,,,,,not_found,,2026-05-10,,,fortinet-fortios,,
Fortinet FortiWeb,,,,,,not_found,,2026-05-10,,,fortinet-fortiweb,,
Forward Edge-AI Isidore Quantum,,,,,,not_found,,2026-05-10,,,forward-edge-ai-isidore-quantum,,
Forward Edge-AI Space Router,,,,,,not_found,,2026-05-10,,,forward-edge-ai-space-router,,
FreeBSD,pkg:github/freebsd/freebsd-src,github,freebsd,freebsd-src,exact,matched,https://github.com/freebsd/freebsd-src,2026-05-10,,,freebsd,,
FreeRTOS,pkg:github/FreeRTOS/FreeRTOS,github,FreeRTOS,FreeRTOS,exact,matched,https://github.com/FreeRTOS/FreeRTOS,2026-05-10,,,freertos,,
Fujitsu PQC Networks,,,,,,not_found,,2026-05-10,,,fujitsu-pqc-networks,,
FusionAuth,pkg:github/FusionAuth/fusionauth-issues,github,FusionAuth,fusionauth-issues,exact,matched,https://github.com/FusionAuth/fusionauth-issues,2026-05-10,,,fusionauth,,
Futurex Cloud,,,,,,not_found,,2026-05-10,,,futurex-cloud,,
Futurex CryptoHub,,,,,,not_found,,2026-05-10,,,futurex-cryptohub,,
Futurex Vectera Plus,,,,,,not_found,,2026-05-10,,,futurex-vectera-plus,,
G+D Quantum-Safe SIM Platform,,,,,,not_found,,2026-05-10,,,g-d-quantum-safe-sim-platform,,
Galileo AI Observability and Eval Platform,,,,,,not_found,,2026-05-10,,,galileo-ai-platform,,
Galileo FT,,,,,,not_found,,2026-05-10,,,,,
Garantir GaraTrust,,,,,,not_found,,2026-05-10,,,garantir-garatrust,,
General Dynamics Mission,,,,,,not_found,,2026-05-10,,,general-dynamics-mission,,
Genua Quantum-Resistant VPN,,,,,,not_found,,2026-05-10,,,genua-quantum-resistant-vpn,,
Giesecke+Devrient PQC ID Card,,,,,,not_found,,2026-05-10,,,giesecke-devrient-pqc-id-card,,
GitHub Actions,,,,,,not_found,,2026-05-10,,,github-actions,,
GitHub Copilot Security,,,,,,not_found,,2026-05-10,,,github-copilot-security,,
GitHub SSH PQC,,,,,,not_found,,2026-05-10,,,github-ssh-pqc,,
GitLab CI/CD,,,,,,not_found,,2026-05-10,,,gitlab-ci-cd,,
GlobalSign Atlas CLM,,,,,,not_found,,2026-05-10,,,globalsign-atlas-clm,,
GlobalSign Digital Signing Service,,,,,,not_found,,2026-05-10,,,globalsign-digital-signing-service,,
GlobalSign Support (Atlas),,,,,,not_found,,2026-05-10,,,,,
Gmail / Google Workspace,,,,,,not_found,,2026-05-10,,,gmail-google-workspace,,
GnuPG,pkg:github/gpg/gnupg,github,gpg,gnupg,exact,matched,https://github.com/gpg/gnupg,2026-05-10,,,gnupg,,
GnuTLS,pkg:github/gnutls/gnutls,github,gnutls,gnutls,manual,matched,https://gitlab.com/gnutls/gnutls,2026-05-10,,,gnutls,,
Go stdlib crypto/mlkem,pkg:go/golang.org/x/crypto,go,golang.org/x,crypto,manual,matched,https://pkg.go.dev/golang.org/x/crypto,2026-05-10,,,go-stdlib-crypto-mlkem,,
go-jose v4,pkg:github/go-jose/go-jose,github,go-jose,go-jose,exact,matched,https://github.com/go-jose/go-jose,2026-05-10,,,go-jose-v4,,
Google ALTS,,,,,,not_found,,2026-05-10,,,google-alts,,
Google Chrome,,,,,,not_found,,2026-05-10,,,google-chrome,,
Google Cloud CDN,,,,,,not_found,,2026-05-10,,,google-cloud-cdn,,
Google Cloud HSM,,,,,,not_found,,2026-05-10,,,google-cloud-hsm,,
Google Cloud KMS,,,,,,not_found,,2026-05-10,,,google-cloud-kms,,
Google Cloud KMS (Cloud Gateway),,,,,,not_found,,2026-05-10,,,google-cloud-kms-cloud-gateway,,
Google Cloud Platform (GCP),,,,,,not_found,,2026-05-10,,,google-cloud-platform-gcp,,
Google GKE,,,,,,not_found,,2026-05-10,,,google-gke,,
Google OpenTitan,pkg:github/lowRISC/opentitan,github,lowRISC,opentitan,exact,matched,https://github.com/lowRISC/opentitan,2026-05-10,,,google-opentitan,,
Google Tink,pkg:github/tink-crypto/tink-java,github,tink-crypto,tink-java,exact,matched,https://github.com/tink-crypto/tink-java,2026-05-10,,,google-tink,,
Google Workspace Identity,,,,,,not_found,,2026-05-10,,,,,
GPG Code Signing,pkg:github/gpg/gnupg,github,gpg,gnupg,exact,matched,https://github.com/gpg/gnupg,2026-05-10,,,gpg-code-signing,,
GSMA PQ Telco Task Force,,,,,,not_found,,2026-05-10,,,gsma-pq-telco-task-force,,
HAETAE Reference Implementation,pkg:github/kpqc-cryptocon/HAETAE,github,kpqc-cryptocon,HAETAE,exact,matched,https://github.com/kpqc-cryptocon/HAETAE,2026-05-10,,,haetae-reference-implementation,,
HAProxy,pkg:github/haproxy/haproxy,github,haproxy,haproxy,exact,matched,https://github.com/haproxy/haproxy,2026-05-10,,,haproxy,,
hash-sigs,pkg:github/cisco/hash-sigs,github,cisco,hash-sigs,exact,matched,https://github.com/cisco/hash-sigs,2026-05-10,,,hash-sigs,,
HashiCorp Boundary,pkg:github/hashicorp/boundary,github,hashicorp,boundary,exact,matched,https://github.com/hashicorp/boundary,2026-05-10,,,hashicorp-boundary,,
HashiCorp Consul Connect (Service Mesh),pkg:github/hashicorp/consul,github,hashicorp,consul,exact,matched,https://github.com/hashicorp/consul,2026-05-10,,,hashicorp-consul-connect-service-mesh,,
HashiCorp Terraform / HCP,,,,,,not_found,,2026-05-10,,,,,
HashiCorp Vault,pkg:github/hashicorp/vault,github,hashicorp,vault,exact,matched,https://github.com/hashicorp/vault,2026-05-10,,,hashicorp-vault,,
HashiCorp Vault Transit,pkg:github/hashicorp/vault,github,hashicorp,vault,exact,matched,https://github.com/hashicorp/vault,2026-05-10,,,hashicorp-vault-transit,,
hbs-lms,pkg:github/world-of-crytek/hbs-lms,github,world-of-crytek,hbs-lms,exact,matched,https://github.com/world-of-crytek/hbs-lms,2026-05-10,,,hbs-lms,,
Hex Trust,,,,,,not_found,,2026-05-10,,,,,
Hex Trust Institutional Custody,,,,,,not_found,,2026-05-10,,,hex-trust-custody,,
HiddenLayer Model Scanner,,,,,,not_found,,2026-05-10,,,hiddenlayer-model-scanner,,
HIPAA (Quantum Security Rule),,,,,,not_found,,2026-05-10,,,hipaa-quantum-security-rule,,
Hitachi DoMobile,,,,,,not_found,,2026-05-10,,,hitachi-domobile,,
HNDL Simulator (hndl-dev),pkg:github/perlab-uc3m/hndl-dev,github,perlab-uc3m,hndl-dev,exact,matched,https://github.com/perlab-uc3m/hndl-dev,2026-05-10,,,hndl-simulator-hndl-dev,,
HP Enterprise Printers PQC,,,,,,not_found,,2026-05-10,,,hp-enterprise-printers-pqc,,
HPE Alletra MP,,,,,,not_found,,2026-05-10,,,hpe-alletra-mp,,
HPE ProLiant Gen12,,,,,,not_found,,2026-05-10,,,hpe-proliant-gen12,,
HQC Algorithm,pkg:github/PQClean/PQClean,github,PQClean,PQClean,exact,matched,https://github.com/PQClean/PQClean,2026-05-10,,,hqc-algorithm,,
HSBC (Quantum Protection),,,,,,not_found,,2026-05-10,,,,,
Huawei PQC Network Security,,,,,,not_found,,2026-05-10,,,huawei-pqc-network-security,,
Hyland OnBase,,,,,,not_found,,2026-05-10,,,hyland-onbase,,
Hyperledger Aries (ACA-Py),pkg:github/hyperledger/aries-cloudagent-python,github,hyperledger,aries-cloudagent-python,exact,matched,https://github.com/hyperledger/aries-cloudagent-python,2026-05-10,,,hyperledger-aries-aca-py,,
Hyperledger Besu,pkg:github/hyperledger/besu,github,hyperledger,besu,exact,matched,https://github.com/hyperledger/besu,2026-05-10,,,hyperledger-besu,,
Hyperledger Fabric,pkg:github/hyperledger/fabric,github,hyperledger,fabric,exact,matched,https://github.com/hyperledger/fabric,2026-05-10,,,hyperledger-fabric,,
Hyperledger Fabric 3.0 PQC,,,,,,not_found,,2026-05-10,,,hyperledger-fabric-3-0-pqc,,
I4P Trident HSM,,,,,,not_found,,2026-05-10,,,i4p-trident-hsm,,
IBM Aspera,,,,,,not_found,,2026-05-10,,,ibm-aspera,,
IBM Cloud HSM (Utimaco),,,,,,not_found,,2026-05-10,,,ibm-cloud-hsm-utimaco,,
IBM Db2,,,,,,not_found,,2026-05-10,,,ibm-db2,,
IBM Guardium Key Lifecycle Manager,,,,,,not_found,,2026-05-10,,,ibm-guardium-key-lifecycle-manager,,
IBM Guardium Quantum Safe,,,,,,not_found,,2026-05-10,,,ibm-guardium-quantum-safe,,
IBM Guardium Safe,,,,,,not_found,,2026-05-10,,,ibm-guardium-safe,,
IBM LinuxONE PQC,,,,,,not_found,,2026-05-10,,,ibm-linuxone-pqc,,
IBM MQ,,,,,,not_found,,2026-05-10,,,ibm-mq,,
IBM Quantum Safe Toolkit,,,,,,not_found,,2026-05-10,,,ibm-quantum-safe-toolkit,,
IBM Security Guardium Data Protection,,,,,,not_found,,2026-05-10,,,ibm-security-guardium-data-protection,,
IBM Storage Scale 5.2,,,,,,not_found,,2026-05-10,,,ibm-storage-scale-5-2,,
IBM z/OS Cryptographic Services (ICSF),,,,,,not_found,,2026-05-10,,,ibm-z-os-cryptographic-services-icsf,,
IBM z/VSE,,,,,,not_found,,2026-05-10,,,ibm-z-vse,,
IBM z16 Crypto Express 8S,,,,,,not_found,,2026-05-10,,,ibm-z16-crypto-express-8s,,
IBM z17 Quantum Safe,,,,,,not_found,,2026-05-10,,,ibm-z17-quantum-safe,,
ID Quantique Cerberis XGR QKD,,,,,,not_found,,2026-05-10,,,id-quantique-cerberis-xgr-qkd,,
ID Quantique Quantis QRNG,,,,,,not_found,,2026-05-10,,,id-quantique-quantis-qrng,,
IDEMIA Digital Identity Platform,,,,,,not_found,,2026-05-10,,,idemia-digital-identity-platform,,
IDEMIA PQC Accelerator,,,,,,not_found,,2026-05-10,,,idemia-pqc-accelerator,,
IDEMIA PQC Secure Element,,,,,,not_found,,2026-05-10,,,idemia-pqc-secure-element,,
Imperva WAF,,,,,,not_found,,2026-05-10,,,imperva-waf,,
India National PQC Roadmap,,,,,,not_found,,2026-05-10,,,india-national-pqc-roadmap,,
Indonesia BSSN PQC Migration,,,,,,not_found,,2026-05-10,,,indonesia-bssn-pqc-migration,,
indows Server 2025,,,,,,not_found,,2026-05-10,,,,,
Infineon AURIX TC49 PQC,,,,,,not_found,,2026-05-10,,,infineon-aurix-tc49-pqc,,
Infineon OPTIGA TPM SLB 9672,,,,,,not_found,,2026-05-10,,,infineon-optiga-tpm-slb-9672,,
Infineon PSOC Control C3 PQC,,,,,,not_found,,2026-05-10,,,infineon-psoc-control-c3-pqc,,
Infineon TEGRION SLC27 PQC,,,,,,not_found,,2026-05-10,,,infineon-tegrion-slc27-pqc,,
Infineon TEGRION SLI22 Automotive,,,,,,not_found,,2026-05-10,,,infineon-tegrion-sli22-automotive,,
InfoSec Global AgileSec,,,,,,not_found,,2026-05-10,,,infosecglobal-agilesec,,
Intel Platform Trust Technology (PTT),,,,,,not_found,,2026-05-10,,,intel-platform-trust-technology-ptt,,
Intel Stratix 10 (Secure),,,,,,not_found,,2026-05-10,,,,,
Intel TDX (Trust Domain Extensions),pkg:github/intel/tdx,github,intel,tdx,exact,matched,https://github.com/intel/tdx,2026-05-10,,,intel-tdx-trust-domain-extensions,,
IntellectEU Catalyst,,,,,,not_found,,2026-05-10,,,,,
Internxt Drive PQC,,,,,,not_found,,2026-05-10,,,internxt-drive-pqc,,
Inturai PQ Station ESP32,,,,,,not_found,,2026-05-10,,,inturai-pq-station-esp32,,
iOS 26 / macOS 16,,,,,,not_found,,2026-05-10,,,,,
iOS 26 / macOS 26,,,,,,not_found,,2026-05-10,,,ios-26-macos-26,,
IOTA,,,,,,not_found,,2026-05-10,,,iota,,
IP Cores PQC1,,,,,,not_found,,2026-05-10,,,ip-cores-pqc1,,
IronCore Labs SaaS Shield,,,,,,not_found,,2026-05-10,,,ironcore-labs-saas-shield,,
ISARA Advance,,,,,,not_found,,2026-05-10,,,isara-advance,,
ISARA Radiate,,,,,,not_found,,2026-05-10,,,isara-radiate,,
ISC BIND 9.21,,,,,,not_found,,2026-05-10,,,isc-bind-9-21,,
Istio Service Mesh,pkg:github/istio/istio,github,istio,istio,exact,matched,https://github.com/istio/istio,2026-05-10,,,istio-service-mesh,,
Ivanti Neurons for MDM,,,,,,not_found,,2026-05-10,,,ivanti-neurons-for-mdm,,
IVPN,,,,,,not_found,,2026-05-10,,,ivpn,,
Jamf Pro,,,,,,not_found,,2026-05-10,,,jamf-pro,,
Java 24 PQC Runtime,,,,,,not_found,,2026-05-10,,,java-24-pqc-runtime,,
Java jarsigner (JDK),pkg:github/openjdk/jdk,github,openjdk,jdk,exact,matched,https://github.com/openjdk/jdk,2026-05-10,,,java-jarsigner-jdk,,
Jenkins,pkg:github/jenkinsci/jenkins,github,jenkinsci,jenkins,exact,matched,https://github.com/jenkinsci/jenkins,2026-05-10,,,jenkins,,
JetBrains TeamCity 2026.1,,,,,,not_found,,2026-05-10,,,jetbrains-teamcity-2026-1,,
JFrog Artifactory,,,,,,not_found,,2026-05-10,,,jfrog-artifactory,,
jose4j,,,,,,not_found,,2026-05-10,,,jose4j,,
JPMorgan Chase (PQC Framework),,,,,,not_found,,2026-05-10,,,,,
jsonwebtoken (auth0),pkg:github/auth0/node-jsonwebtoken,github,auth0,node-jsonwebtoken,exact,matched,https://github.com/auth0/node-jsonwebtoken,2026-05-10,,,jsonwebtoken-auth0,,
JumpCloud Directory Platform,,,,,,not_found,,2026-05-10,,,jumpcloud-directory-platform,,
Juniper Junos OS,,,,,,not_found,,2026-05-10,,,juniper-junos-os,,
Juniper SRX Series Firewalls,,,,,,not_found,,2026-05-10,,,juniper-srx-series-firewalls,,
Keeper Security,,,,,,not_found,,2026-05-10,,,keeper-security,,
Keycloak,pkg:github/keycloak/keycloak,github,keycloak,keycloak,exact,matched,https://github.com/keycloak/keycloak,2026-05-10,,,keycloak,,
Keyfactor 2026 Trends,,,,,,not_found,,2026-05-10,,,keyfactor-2026-trends,,
Keyfactor AgileSec Analytics,,,,,,not_found,,2026-05-10,,,keyfactor-agilesec-analytics,,
Keyfactor Command,,,,,,not_found,,2026-05-10,,,keyfactor-command,,
Keyfactor EJBCA,pkg:github/Keyfactor/ejbca-ce,github,Keyfactor,ejbca-ce,exact,matched,https://github.com/Keyfactor/ejbca-ce,2026-05-10,,,keyfactor-ejbca,,
Keysight CyPerf,,,,,,not_found,,2026-05-10,,,keysight-cyperf,,
Keysight Inspector,,,,,,not_found,,2026-05-10,,,keysight-inspector,,
Kiteworks PQC File Sharing,,,,,,not_found,,2026-05-10,,,kiteworks-pqc-file-sharing,,
KiviCore PQC IP Cores,,,,,,not_found,,2026-05-10,,,kivicore-pqc-ip-cores,,
Komainu,,,,,,not_found,,2026-05-10,,,,,
Komainu Custody,,,,,,not_found,,2026-05-10,,,komainu-custody,,
Kong API Gateway,pkg:github/Kong/kong,github,Kong,kong,exact,matched,https://github.com/Kong/kong,2026-05-10,,,kong-api-gateway,,
KpqC Korean PQC Standards,,,,,,not_found,,2026-05-10,,,kpqc-korean-pqc-standards,,
Kryptonite Shipovnik PQC Signature (Russia),,,,,,not_found,,2026-05-10,,,kryptonite-shipovnik-pqc-signature-russia,,
Kryptus kNET HSM PQC,,,,,,not_found,,2026-05-10,,,kryptus-knet-hsm-pqc,,
Kubernetes,pkg:github/kubernetes/kubernetes,github,kubernetes,kubernetes,exact,matched,https://github.com/kubernetes/kubernetes,2026-05-10,,,kubernetes,,
Kudelski IoT Security IP,,,,,,not_found,,2026-05-10,,,,,
Kudelski IoT Security Platform,,,,,,not_found,,2026-05-10,,,kudelski-iot-security-platform,,
Kudelski KSE IP,,,,,,not_found,,2026-05-10,,,,,
Lakera Guard,,,,,,not_found,,2026-05-10,,,lakera-guard,,
Landis+Gyr SEALSQ Smart Grid PKI,,,,,,not_found,,2026-05-10,,,landis-gyr-sealsq-smart-grid-pki,,
Lattice MachXO5-NX,,,,,,not_found,,2026-05-10,,,lattice-machxo5-nx,,
leancrypto,pkg:github/wolfeidau/leancrypto,github,wolfeidau,leancrypto,exact,matched,https://github.com/wolfeidau/leancrypto,2026-05-10,,,leancrypto,,
Ledger Enterprise,,,,,,not_found,,2026-05-10,,,ledger-enterprise,,
Let's Encrypt,pkg:github/letsencrypt/boulder,github,letsencrypt,boulder,exact,matched,https://github.com/letsencrypt/boulder,2026-05-10,,,let-s-encrypt,,
libcrux,pkg:github/cryspen/libcrux,github,cryspen,libcrux,exact,matched,https://github.com/cryspen/libcrux,2026-05-10,,,cryspen-libcrux,,
liboqs,pkg:github/open-quantum-safe/liboqs,github,open-quantum-safe,liboqs,exact,matched,https://github.com/open-quantum-safe/liboqs,2026-05-10,,,liboqs,,
liboqs-rust (oqs crate),pkg:cargo/oqs,cargo,,oqs,exact,matched,https://crates.io/crates/oqs,2026-05-10,,,liboqs-rust-oqs-crate,,
LibreSSL,pkg:github/libressl/portable,github,libressl,portable,manual,matched,https://github.com/libressl/portable,2026-05-10,,,libressl,,
Libreswan,pkg:github/libreswan/libreswan,github,libreswan,libreswan,exact,matched,https://github.com/libreswan/libreswan,2026-05-10,,,libreswan,,
libssh,,,,,,not_found,,2026-05-10,,,libssh,,
Linkerd,pkg:github/linkerd/linkerd2,github,linkerd,linkerd2,exact,matched,https://github.com/linkerd/linkerd2,2026-05-10,,,linkerd,,
Linux IMA/EVM,,,,,,not_found,,2026-05-10,,,linux-ima-evm,,
Linux LUKS / dm-crypt,,,,,,not_found,,2026-05-10,,,linux-luks-dm-crypt,,
Lockheed Martin (PQC),,,,,,not_found,,2026-05-10,,,,,
LTO-10 PQC-Ready Tape,,,,,,not_found,,2026-05-10,,,lto-10-pqc-ready-tape,,
LUKS/dm-crypt,,,,,,not_found,,2026-05-10,,,,,
MadQuantum-CM (Spain),,,,,,not_found,,2026-05-10,,,madquantum-cm-spain,,
Malaysia NACSA PQC Roadmap,,,,,,not_found,,2026-05-10,,,malaysia-nacsa-pqc-roadmap,,
Mandiant (Google Cloud),,,,,,not_found,,2026-05-10,,,mandiant-google-cloud,,
MariaDB Server,pkg:github/MariaDB/server,github,MariaDB,server,exact,matched,https://github.com/MariaDB/server,2026-05-10,,,mariadb-server,,
Marvell LiquidSecurity 2,,,,,,not_found,,2026-05-10,,,marvell-liquidsecurity-2,,
Mastercard (PQC for Payments),,,,,,not_found,,2026-05-10,,,,,
Mastercard Quantum-Resistant Contactless,,,,,,not_found,,2026-05-10,,,mastercard-quantum-resistant-contactless,,
Mavenir Cloud RAN,,,,,,not_found,,2026-05-10,,,mavenir-cloud-ran,,
MAYO Reference Implementation,pkg:github/PQCMayo/MAYO-C,github,PQCMayo,MAYO-C,exact,matched,https://github.com/PQCMayo/MAYO-C,2026-05-10,,,mayo-reference-implementation,,
Mbed TLS,pkg:github/Mbed-TLS/mbedtls,github,Mbed-TLS,mbedtls,exact,matched,https://github.com/Mbed-TLS/mbedtls,2026-05-10,,,mbed-tls,,
mbedTLS,pkg:github/Mbed-TLS/mbedtls,github,Mbed-TLS,mbedtls,exact,matched,https://github.com/Mbed-TLS/mbedtls,2026-05-10,,,mbedtls,,
Metaco (Ripple),,,,,,not_found,,2026-05-10,,,,,
Metaco Harmonize,,,,,,not_found,,2026-05-10,,,metaco-harmonize,,
Microchip ATECC608B,pkg:github/MicrochipTech/cryptoauthlib,github,MicrochipTech,cryptoauthlib,exact,matched,https://github.com/MicrochipTech/cryptoauthlib,2026-05-10,,,microchip-atecc608b,,
Microchip CryptoAutomotive TA100,,,,,,not_found,,2026-05-10,,,microchip-cryptoautomotive-ta100,,
Microchip MEC175xB PQC Controllers,,,,,,not_found,,2026-05-10,,,microchip-mec175xb-pqc-controllers,,
Microchip PolarFire,,,,,,not_found,,2026-05-10,,,microchip-polarfire,,
Microsoft AD CS,,,,,,not_found,,2026-05-10,,,microsoft-ad-cs,,
Microsoft Azure,,,,,,not_found,,2026-05-10,,,microsoft-azure,,
Microsoft Defender for Endpoint,,,,,,not_found,,2026-05-10,,,microsoft-defender-for-endpoint,,
Microsoft Edge,,,,,,not_found,,2026-05-10,,,microsoft-edge,,
Microsoft Entra External ID,,,,,,not_found,,2026-05-10,,,microsoft-entra-external-id,,
Microsoft Entra ID,,,,,,not_found,,2026-05-10,,,microsoft-entra-id,,
Microsoft Entra Verified ID,,,,,,not_found,,2026-05-10,,,microsoft-entra-verified-id,,
Microsoft Hyper-V,,,,,,not_found,,2026-05-10,,,microsoft-hyper-v,,
Microsoft IIS 11,,,,,,not_found,,2026-05-10,,,,,
Microsoft Intune,,,,,,not_found,,2026-05-10,,,microsoft-intune,,
Microsoft Outlook S/MIME,,,,,,not_found,,2026-05-10,,,,,
Microsoft RDS,,,,,,not_found,,2026-05-10,,,microsoft-rds,,
Microsoft Remote Desktop Services (RDS),,,,,,not_found,,2026-05-10,,,microsoft-remote-desktop-services-rds,,
Microsoft SignTool,,,,,,not_found,,2026-05-10,,,microsoft-signtool,,
Microsoft SymCrypt,pkg:github/microsoft/SymCrypt,github,microsoft,SymCrypt,exact,matched,https://github.com/microsoft/SymCrypt,2026-05-10,,,microsoft-symcrypt,,
Microsoft Teams / Premium,,,,,,not_found,,2026-05-10,,,,,
MikroTik RouterOS,,,,,,not_found,,2026-05-10,,,mikrotik-routeros,,
Mimecast Cloud Integrated,,,,,,not_found,,2026-05-10,,,mimecast-cloud-integrated,,
MinIO Enterprise,,,,,,not_found,,2026-05-10,,,minio-enterprise,,
mlkem-native,pkg:github/pq-code-package/mlkem-native,github,pq-code-package,mlkem-native,exact,matched,https://github.com/pq-code-package/mlkem-native,2026-05-10,,,mlkem-native,,
MongoDB Queryable Encryption,pkg:github/mongodb/libmongocrypt,github,mongodb,libmongocrypt,exact,matched,https://github.com/mongodb/libmongocrypt,2026-05-10,,,mongodb-queryable-encryption,,
Mozilla Firefox,,,,,,not_found,,2026-05-10,,,mozilla-firefox,,
Mozilla NSS,,,,,,not_found,,2026-05-10,,,mozilla-nss,,
MTG AG CARA,,,,,,not_found,,2026-05-10,,,mtg-ag-cara,,
MTG AG CLM,,,,,,not_found,,2026-05-10,,,mtg-ag-clm,,
MTG AG KMS,,,,,,not_found,,2026-05-10,,,mtg-ag-kms,,
Mullvad VPN App,,,,,,not_found,,2026-05-10,,,mullvad-vpn-app,,
MySQL Community Server,pkg:github/mysql/mysql-server,github,mysql,mysql-server,exact,matched,https://github.com/mysql/mysql-server,2026-05-10,,,mysql-community-server,,
MySQL Enterprise Encryption,,,,,,not_found,,2026-05-10,,,mysql-enterprise-encryption,,
NCSC UK PQC Migration Timelines,,,,,,not_found,,2026-05-10,,,ncsc-uk-pqc-migration-timelines,,
NEC 5G Core,,,,,,not_found,,2026-05-10,,,nec-5g-core,,
NEDO PQShield Japan PQC Program,,,,,,not_found,,2026-05-10,,,nedo-pqshield-japan-pqc-program,,
NetApp ONTAP 9.16,,,,,,not_found,,2026-05-10,,,netapp-ontap-9-16,,
NetSfere PQC Messaging,,,,,,not_found,,2026-05-10,,,netsfere-pqc-messaging,,
Netskope Intelligent DLP,,,,,,not_found,,2026-05-10,,,netskope-intelligent-dlp,,
Netskope One PQC,,,,,,not_found,,2026-05-10,,,netskope-one-pqc,,
Nexus Group Certificate Manager,,,,,,not_found,,2026-05-10,,,nexus-group-certificate-manager,,
Nginx,pkg:github/nginx/nginx,github,nginx,nginx,exact,matched,https://github.com/nginx/nginx,2026-05-10,,,nginx,,
NGINX Plus,,,,,,not_found,,2026-05-10,,,nginx-plus,,
NGINX Plus R33 PQC,,,,,,not_found,,2026-05-10,,,nginx-plus-r33-pqc,,
Nimbus JOSE+JWT,,,,,,not_found,,2026-05-10,,,nimbus-jose-jwt,,
NIST SP 800-227 PQC Guidance,,,,,,not_found,,2026-05-10,,,nist-sp-800-227-pqc-guidance,,
NixOS,pkg:github/NixOS/nixpkgs,github,NixOS,nixpkgs,exact,matched,https://github.com/NixOS/nixpkgs,2026-05-10,,,nixos,,
noble-post-quantum,pkg:github/paulmillr/noble-post-quantum,github,paulmillr,noble-post-quantum,exact,matched,https://github.com/paulmillr/noble-post-quantum,2026-05-10,,,noble-post-quantum,,
Node.js,pkg:github/nodejs/node,github,nodejs,node,exact,matched,https://github.com/nodejs/node,2026-05-10,,,node-js,,
Nokia NetGuard,,,,,,not_found,,2026-05-10,,,,,
Nokia Quantum-Safe Networks,,,,,,not_found,,2026-05-10,,,nokia-quantum-safe-networks,,
Nokia Quantum-Safe Railways,,,,,,not_found,,2026-05-10,,,nokia-quantum-safe-railways,,
NordVPN,,,,,,not_found,,2026-05-10,,,nordvpn,,
Northrop Grumman,,,,,,not_found,,2026-05-10,,,,,
Notary Project,pkg:github/notaryproject/notation,github,notaryproject,notation,exact,matched,https://github.com/notaryproject/notation,2026-05-10,,,notary-project,,
Nozomi Networks Guardian,,,,,,not_found,,2026-05-10,,,nozomi-networks-guardian,,
NSS (Mozilla),,,,,,not_found,,2026-05-10,,,nss-mozilla,,
NTRU+ Reference Implementation,pkg:github/kpqc-cryptocon/NTRUplus,github,kpqc-cryptocon,NTRUplus,exact,matched,https://github.com/kpqc-cryptocon/NTRUplus,2026-05-10,,,ntru-reference-implementation,,
NTT PQC Secure Transport,,,,,,not_found,,2026-05-10,,,ntt-pqc-secure-transport,,
Nutanix AHV,,,,,,not_found,,2026-05-10,,,nutanix-ahv,,
Nvidia cuPQC,,,,,,not_found,,2026-05-10,,,nvidia-cupqc,,
NVIDIA cuPQC SDK,,,,,,not_found,,2026-05-10,,,nvidia-cupqc-sdk,,
NXP EdgeLock SE051H,,,,,,not_found,,2026-05-10,,,nxp-edgelock-se051h,,
NXP i.MX 94 PQC Processor,,,,,,not_found,,2026-05-10,,,nxp-i-mx-94-pqc-processor,,
NXP JCOP 4.5 P71D600,,,,,,not_found,,2026-05-10,,,nxp-jcop-4-5-p71d600,,
NXP OrangeBox 2.0 PQC,,,,,,not_found,,2026-05-10,,,nxp-orangebox-2-0-pqc,,
NXP S32K5 Automotive PQC MCU,,,,,,not_found,,2026-05-10,,,nxp-s32k5-automotive-pqc-mcu,,
NXP SE050 Secure Element,,,,,,not_found,,2026-05-10,,,,,
NXP SE051 Secure Element,,,,,,not_found,,2026-05-10,,,nxp-se051-secure-element,,
NZISM New Zealand PQC Guidance,,,,,,not_found,,2026-05-10,,,nzism-new-zealand-pqc-guidance,,
OAuth 2.0 / OpenID Connect (OIDC),,,,,,not_found,,2026-05-10,,,oauth-2-0-openid-connect-oidc,,
Okta Entra ID Integration,,,,,,not_found,,2026-05-10,,,,,
Okta Integration Network,,,,,,not_found,,2026-05-10,,,okta-integration-network,,
Okta Workforce Identity,,,,,,not_found,,2026-05-10,,,okta-workforce-identity,,
Open Quantum Safe liboqs,,,,,,not_found,,2026-05-10,,,open-quantum-safe-liboqs,,
OpenSSH,pkg:github/openssh/openssh-portable,github,openssh,openssh-portable,exact,matched,https://github.com/openssh/openssh-portable,2026-05-10,,,openssh,,
OpenSSL,pkg:github/openssl/openssl,github,openssl,openssl,manual,matched,https://github.com/openssl/openssl,2026-05-10,,,openssl,,
OpenSSL 3.5.0,pkg:github/openssl/openssl,github,openssl,openssl,exact,matched,https://github.com/openssl/openssl,2026-05-10,,,openssl-3-5-0,,
openSUSE Leap,,,,,,not_found,,2026-05-10,,,opensuse-leap,,
