software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,deprecated_at,deprecated_reason,product_id,purl_coverage_flag,data_quality_notes
ESCRYPT Automotive PQC Solutions,,,,,,not_found,,2026-05-10,,,escrypt-automotive-pqc-solutions,,
essendi xc,,,,,,not_found,,2026-05-10,,,essendi-xc,,
Ethereum (Geth),pkg:github/ethereum/go-ethereum,github,ethereum,go-ethereum,exact,matched,https://github.com/ethereum/go-ethereum,2026-05-10,,,ethereum-geth,,
ETSI TS 104 105 Hybrid PQC Standard,,,,,,not_found,,2026-05-10,,,etsi-ts-104-105-hybrid-pqc-standard,,
EU PQC Implementation Roadmap,,,,,,not_found,,2026-05-10,,,eu-pqc-implementation-roadmap,,
EUDI Reference Wallet,pkg:github/eu-digital-identity-wallet/eudi-app-android-wallet-ui,github,eu-digital-identity-wallet,eudi-app-android-wallet-ui,exact,matched,https://github.com/eu-digital-identity-wallet/eudi-app-android-wallet-ui,2026-05-10,,,eudi-reference-wallet,,
EVERTRUST HORIZON,,,,,,not_found,,2026-05-10,,,evertrust-horizon,,
EVERTRUST STREAM,,,,,,not_found,,2026-05-10,,,evertrust-stream,,
Eviden IDnomic PKI,,,,,,not_found,,2026-05-10,,,eviden-idnomic-pki,,
Eviden PQC HSMaaS,,,,,,not_found,,2026-05-10,,,eviden-pqc-hsmaas,,
Eviden Trustway Proteccio NetHSM,,,,,,not_found,,2026-05-10,,,eviden-trustway-proteccio-nethsm,,
evolutionQ BasejumpQDN,,,,,,not_found,,2026-05-10,,,evolutionq-basejumpqdn,,
evolutionQ BasejumpSKI,,,,,,not_found,,2026-05-10,,,evolutionq-basejumpski,,
ExeQuantum,,,,,,not_found,,2026-05-10,,,exequantum,,
ExpressVPN Lightway,,,,,,not_found,,2026-05-10,,,expressvpn-lightway,,
F5 ADSP PQC,,,,,,not_found,,2026-05-10,,,f5-adsp-pqc,,
F5 BIG-IP,,,,,,not_found,,2026-05-10,,,f5-big-ip,,
Fastly Edge Cloud,,,,,,not_found,,2026-05-10,,,fastly-edge-cloud,,
Fastly PQC CDN,,,,,,not_found,,2026-05-10,,,fastly-pqc-cdn,,
Fedora Linux,,,,,,not_found,,2026-05-10,,,fedora-linux,,
FENASBAC Pix PQC Research,,,,,,not_found,,2026-05-10,,,fenasbac-pix-pqc-research,,
FileVault (macOS),,,,,,not_found,,2026-05-10,,,filevault-macos,,
Fireblocks,pkg:github/fireblocks/mpc-lib,github,fireblocks,mpc-lib,exact,matched,https://github.com/fireblocks/mpc-lib,2026-05-10,,,fireblocks,,
FIS Modern Banking,,,,,,not_found,,2026-05-10,,,fis-modern-banking,,
Forcepoint DLP,,,,,,not_found,,2026-05-10,,,forcepoint-dlp,,
ForgeRock Identity Cloud,,,,,,not_found,,2026-05-10,,,,,
Fortanix Data Security Manager,,,,,,not_found,,2026-05-10,,,fortanix-data-security-manager,,
Fortanix PQC Central,,,,,,not_found,,2026-05-10,,,fortanix-pqc-central,,
Fortinet FortiAuthenticator,,,,,,not_found,,2026-05-10,,,fortinet-fortiauthenticator,,
