software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,product_id,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
Securosys CloudHSM,ACVP,A5702,Securosys SA,Primus HSM LMS aarch64 firmware implementation,LMS,,deprecated,2024-09-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18328,2026-06-06,not in regen,,,,,
Securosys CloudHSM,ACVP,A6129,Securosys SA,Primus HSM ML-KEM firmware implementation,ML-KEM,,deprecated,2024-11-07,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18823,2026-06-06,not in regen,,,,,
Securosys CloudHSM,ACVP,A6130,Securosys SA,Primus HSM ML-DSA firmware implementation,ML-DSA,,deprecated,2024-11-07,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18824,2026-06-06,not in regen,,,,,
Securosys CloudHSM,ACVP,A6131,Securosys SA,Primus HSM SLH-DSA firmware implementation,SLH-DSA,,deprecated,2024-11-07,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18825,2026-06-06,not in regen,,,,,
Securosys CloudHSM,ACVP,A7792,Securosys SA,Primus HSM firmware implementation,"LMS, ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-12-15,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20546,2026-06-06,not in regen,,,,,
Securosys CloudHSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-3m5q,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-06-06,not in regen,,,,,
Securosys CloudHSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-v2si,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-06-04,not in regen,,,,,
Securosys CloudHSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-d39v,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-05-16,not in regen,,,,,
Securosys CloudHSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-x6cj,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-05-10,not in regen,securosys-cloudhsm,pqc_cert_present,url_needs_review,CMVP #cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-x6cj: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-x6cj,2026-05-06
Securosys Primus HSM,ACVP,A5703,Securosys SA,Primus HSM LMS aarch32 firmware implementation,LMS,,Active,2024-09-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18329,,,,,,,
Securosys Primus HSM,ACVP,A5702,Securosys SA,Primus HSM LMS aarch64 firmware implementation,LMS,,deprecated,2024-09-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18328,2026-06-06,not in regen,,,,,
Securosys Primus HSM,ACVP,A6129,Securosys SA,Primus HSM ML-KEM firmware implementation,ML-KEM,,Active,2024-11-07,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18823,,,,,,,
Securosys Primus HSM,ACVP,A6130,Securosys SA,Primus HSM ML-DSA firmware implementation,ML-DSA,,Active,2024-11-07,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18824,,,,,,,
Securosys Primus HSM,ACVP,A6131,Securosys SA,Primus HSM SLH-DSA firmware implementation,SLH-DSA,,Active,2024-11-07,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18825,,,,,,,
Securosys Primus HSM,ACVP,A7792,Securosys SA,Primus HSM firmware implementation,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2025-12-15,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20546,,,,,,,
Securosys Primus HSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-r742,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",Active,2026-02-23,https://commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,,,,,,,
Securosys Primus HSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-3m5q,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-06-06,not in regen,,,,,
Securosys Primus HSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-v2si,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-06-04,not in regen,,,,,
Securosys Primus HSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-d39v,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-05-16,not in regen,,,,,
Securosys Primus HSM,Common Criteria,cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-x6cj,Securosys SA (Scheme: IT),"Primus HSM FW 3.1.0 Series E, Series E2, Series X, Series X2","ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, HSS","EAL4+,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/st_primus_hsm_fw310_v3.1.pdf,2026-05-10,not in regen,securosys-primus-hsm,pqc_cert_present,url_needs_review,CMVP #cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-x6cj: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/cc-primus-hsm-fw-3-1-0-series-e--series-e2--series-x--series-x2-x6cj,2026-05-06
Senetas CN7000 Series,FIPS 140-3,4209,"Senetas Corporation Ltd., distributed by Thales SA (SafeNet)",CN6000 Series Encryptors,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-04-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4209,,,,,,,
Senetas CN7000 Series,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429,2026-05-16,not in regen,,,,,
Senetas CN7000 Series,FIPS 140-3,4869,"Senetas Corporation Ltd, distributed by Thales SA (SafeNet)",CN Series Encryptors,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4869,,,,,,,
Senetas CN7000 Series,FIPS 140-3,4874,"Senetas Corporation Ltd., distributed by Thales SA",CE Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4874,2026-06-06,not in regen,,,,,
Senetas CN7000 Series,FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-06-06,not in regen,,,,,
Senetas CN7000 Series,FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-06,not in regen,,,,,
Splunk Enterprise,FIPS 140-3,5044,Splunk LLC,Splunk OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-07-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5044,2026-06-06,not in regen,,,,,
Splunk Enterprise,FIPS 140-3,5187,Splunk LLC,Splunk Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5187,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--ain8,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",deprecated,2026-02-05,https://commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--ejuc,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",deprecated,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf,2026-06-04,not in regen,,,,,
Thales 5G Quantum-Safe SIM,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--qvcd,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",deprecated,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf,2026-05-16,not in regen,,,,,
Thales 5G Quantum-Safe SIM,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",deprecated,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf,2026-05-10,not in regen,thales-5g-quantum-safe-sim,pqc_cert_present,url_needs_review,CMVP #cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,2026-05-06
Thales 5G Quantum-Safe SIM,FIPS 140-3,4480,Thales,eToken 5110+ FIPS,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2023-04-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4480,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,FIPS 140-3,4517,Thales,IDPrime 3930 FIDO,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-05-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4517,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,FIPS 140-3,4772,Thales,IDCore 3230 / 230 Platform,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4772,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,FIPS 140-3,4852,THALES,Safeword3300 Platinum V2F,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4852,2026-06-06,not in regen,,,,,
Thales 5G Quantum-Safe SIM,FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-05-16,not in regen,,,,,
Thales 5G Quantum-Safe SIM,FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-06,not in regen,,,,,
Thales CipherTrust Cloud Key Manager,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,2026-06-06,not in regen,,,,,
Thales CipherTrust Cloud Key Manager,ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,2026-06-06,not in regen,,,,,
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4110,Thales,ProtectServer PCIe HSM 3,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2021-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4110,2026-06-06,not in regen,,,,,
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4195,Thales,Thales Luna Backup HSM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-04-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4195,2026-06-06,not in regen,,,,,
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4430,Thales,Thales CipherTrust Manager Core Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4430,,,,,,,
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4684,Thales,Thales Luna K7 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-04-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4684,2026-06-06,not in regen,,,,,
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4962,Thales,Thales Luna G7 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-02-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4962,2026-06-06,not in regen,,,,,
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,4328,Thales,Thales Cryptovisor K7+ Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4328,2026-05-16,not in regen,,,,,
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429,2026-06-02,not in regen,,,,,
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-06-02,not in regen,,,,,
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-02,not in regen,,,,,
Thales CipherTrust Data Security Platform,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,2026-06-06,not in regen,,,,,
Thales CipherTrust Data Security Platform,ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,2026-06-06,not in regen,,,,,
Thales CipherTrust Data Security Platform,FIPS 140-3,4328,Thales,Thales Cryptovisor K7+ Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4328,2026-05-16,not in regen,,,,,
Thales CipherTrust Data Security Platform,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429,,,,,,,
Thales CipherTrust Data Security Platform,FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-06-06,not in regen,,,,,
Thales CipherTrust Data Security Platform,FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-06,not in regen,,,,,
Thales CipherTrust Manager,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,2026-06-06,not in regen,,,,,
Thales CipherTrust Manager,ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,2026-06-06,not in regen,,,,,
Thales CipherTrust Manager,FIPS 140-3,4328,Thales,Thales Cryptovisor K7+ Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4328,2026-05-16,not in regen,,,,,
Thales CipherTrust Manager,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429,,,,,,,
Thales CipherTrust Manager,FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-06-06,not in regen,,,,,
Thales CipherTrust Manager,FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",deprecated,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf,2026-05-10,not in regen,thales-high-speed-encryptor-hse,pqc_cert_present,url_needs_review,CMVP #cc-trusted-security-filter--tsf--401-huou: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/cc-trusted-security-filter--tsf--401-huou,2026-05-06
Thales High Speed Encryptor (HSE),FIPS 140-3,4065,Thales Alenia Space,Thales Alenia Space cryptographic module for Microsemi RTAX FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2021-11-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4065,2026-05-16,not in regen,,,,,
Thales High Speed Encryptor (HSE),FIPS 140-3,4328,Thales,Thales Cryptovisor K7+ Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4328,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),FIPS 140-3,4327,Thales,Thales Cryptovisor K7 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4327,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-06-06,not in regen,,,,,
Thales High Speed Encryptor (HSE),FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-06,not in regen,,,,,
Thales Luna Cloud HSM (DPoD),ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,,,,,,,
Thales Luna Cloud HSM (DPoD),ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,Active,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,,,,,,,
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4110,Thales,ProtectServer PCIe HSM 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4110,,,,,,,
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4195,Thales,Thales Luna Backup HSM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-04-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4195,,,,,,,
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4684,Thales,Thales Luna K7 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-04-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4684,,,,,,,
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4962,Thales,Thales Luna G7 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4962,,,,,,,
Thales Luna Cloud HSM (DPoD),FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172,2026-05-16,not in regen,,,,,
Thales Luna Cloud HSM (DPoD),FIPS 140-3,5250,THALES ALENIA SPACE,ESPRIT/COMHUB FPGA,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5250,2026-06-06,not in regen,,,,,
Thales Luna HSM,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110,,,,,,,
Thales Luna HSM,ACVP,A8273,Thales,Thales Luna G7 Cryptographic Library,"ML-DSA, ML-KEM",,Active,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21087,,,,,,,
