software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,product_id,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5137,"Cisco Systems, Inc",Cisco Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5137,2026-06-06,not in regen,,,,,
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5262,"Cisco Systems, Inc.",Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5262,2026-06-06,not in regen,,,,,
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5287,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance on 4K/9K Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5287,2026-06-06,not in regen,,,,,
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5295,"Cisco Systems, Inc.",Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-06-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5295,2026-06-06,not in regen,,,,,
Cisco Secure Client (AnyConnect),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,deprecated,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275,2026-06-06,not in regen,,,,,
Cisco Secure Client (AnyConnect),FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747,2026-06-06,not in regen,,,,,
Cisco Secure Client (AnyConnect),FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891,2026-06-06,not in regen,,,,,
Cisco Webex,FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747,2026-06-06,not in regen,,,,,
Cisco Webex,FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891,2026-06-06,not in regen,,,,,
Citrix ADC (NetScaler),FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043,,,,,,,
Citrix ADC (NetScaler),FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098,,,,,,,
Citrix CVAD,ACVP,A7486,"Citrix Systems, Inc.",Citrix FIPS Cryptographic Module,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-08,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20273,2026-06-06,not in regen,,,,,
Citrix CVAD,FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043,2026-06-06,not in regen,,,,,
Citrix CVAD,FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098,2026-06-06,not in regen,,,,,
Citrix Virtual Apps and Desktops,ACVP,A7486,"Citrix Systems, Inc.",Citrix FIPS Cryptographic Module,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-08,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20273,2026-06-06,not in regen,,,,,
Citrix Virtual Apps and Desktops,FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043,2026-06-06,not in regen,,,,,
Citrix Virtual Apps and Desktops,FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098,2026-06-06,not in regen,,,,,
Cloudera Cryptographic Module for Java,FIPS 140-3,5084,"Cloudera, Inc.",Cloudera Cryptographic Module for Java,"HSS, LMS",FIPS 140-3 L1,Active,2025-10-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5084,,,,,,,
Cloudian HyperStore 8.0,FIPS 140-3,5068,Cloudian Inc.,Cloudian-FJA (FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-09-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5068,2026-06-02,not in regen,,,,,
Cohesity DataCloud,FIPS 140-3,4922,"Cohesity, Inc.",Cohesity FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-12-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4922,2026-06-06,not in regen,,,,,
Cohesity DataCloud,FIPS 140-3,5120,"Cohesity, Inc.",Cohesity Cryptographic Module for Java,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5120,2026-06-06,not in regen,,,,,
Crypto4A QxEDGE,ACVP,A5631,"Crypto4A Technologies, Inc.",QASM Cryptographic Module,"LMS, ML-DSA, ML-KEM, SLH-DSA",,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18297,2026-06-06,not in regen,,,,,
Crypto4A QxEDGE,FIPS 140-3,4250,Crypto4A Technologies Inc.,QASM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-06-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4250,2026-06-06,not in regen,,,,,
Crypto4A QxHSM,ACVP,A5631,"Crypto4A Technologies, Inc.",QASM Cryptographic Module,"LMS, ML-DSA, ML-KEM, SLH-DSA",,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18297,2026-06-06,not in regen,,,,,
Crypto4A QxHSM,FIPS 140-3,4250,Crypto4A Technologies Inc.,QASM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-06-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4250,2026-06-06,not in regen,,,,,
Crypto4A QxVault,FIPS 140-3,4250,Crypto4A Technologies Inc.,QASM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-06-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4250,2026-06-06,not in regen,,,,,
CryptoNext COMPASS Network Probe,ACVP,A6639,CryptoNext Security,C-QSL (ARM_NEON),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19370,2026-05-16,not in regen,,,,,
CryptoNext Quantum-Safe Library,ACVP,A6639,CryptoNext Security,C-QSL (ARM_NEON),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19370,2026-06-06,not in regen,,,,,
CryptoNext Quantum-Safe Library,ACVP,A6638,CryptoNext Security,C-QSL (AVX2),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19369,2026-06-06,not in regen,,,,,
CryptoNext Quantum-Safe Library (C-QSL),ACVP,A6639,CryptoNext Security,C-QSL (ARM_NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19370,,,,,,,
CryptoNext Quantum-Safe Library (C-QSL),ACVP,A6638,CryptoNext Security,C-QSL (AVX2),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19369,,,,,,,
Dell BSAFE Crypto Module for C,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,deprecated,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto Module for C,ACVP,A8272,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for C v3.1,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21088,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto Module for C,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892,2026-05-16,not in regen,,,,,
Dell BSAFE Crypto Module for C,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto Module for C,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto Module for C,FIPS 140-3,5259,Dell Inc.,Dell FIPS Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5259,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto-J,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,deprecated,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto-J,ACVP,A8272,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for C v3.1,"ML-DSA, ML-KEM",,deprecated,2026-04-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21088,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto-J,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892,2026-05-16,not in regen,,,,,
Dell BSAFE Crypto-J,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto-J,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967,2026-06-06,not in regen,,,,,
Dell BSAFE Crypto-J,FIPS 140-3,5259,Dell Inc.,Dell FIPS Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5259,2026-06-06,not in regen,,,,,
Dell PowerStore OS 4.0,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892,2026-05-16,not in regen,,,,,
Dell PowerStore OS 4.0,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942,2026-06-06,not in regen,,,,,
Dell PowerStore OS 4.0,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967,2026-06-06,not in regen,,,,,
Dell PowerStore OS 4.0,FIPS 140-3,5259,Dell Inc.,Dell FIPS Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5259,2026-06-06,not in regen,,,,,
DigiCert CertCentral,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert CertCentral,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert CertCentral,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-06,not in regen,,,,,
DigiCert Code-Signing (v2026),FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-02,not in regen,,,,,
DigiCert Code-Signing (v2026),FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-02,not in regen,,,,,
DigiCert Code-Signing (v2026),FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-02,not in regen,,,,,
DigiCert Device Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert Device Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert Device Trust Manager,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-06,not in regen,,,,,
DigiCert ONE,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert ONE,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert ONE,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-06,not in regen,,,,,
DigiCert SigningHub,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert SigningHub,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert SigningHub,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-06,not in regen,,,,,
DigiCert Software Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert Software Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert Software Trust Manager,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-06,not in regen,,,,,
DigiCert Trust Lifecycle Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert Trust Lifecycle Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert Trust Lifecycle Manager,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,2026-06-06,not in regen,,,,,
DigiCert TrustCore SDK,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,2026-06-06,not in regen,,,,,
DigiCert TrustCore SDK,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,2026-06-06,not in regen,,,,,
DigiCert TrustCore SDK,FIPS 140-3,5243,"DigiCert, Inc.",DigiCert TrustCore Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-04-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5243,,,,,,,
DocuSign,FIPS 140-3,4782,"DocuSign, Inc.",DocuSign QSCD Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4782,2026-06-02,not in regen,,,,,
DocuSign Intelligent Agreement Management (eSignature + CLM),FIPS 140-3,4782,"DocuSign, Inc.",DocuSign QSCD Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4782,2026-06-06,not in regen,,,,,
Druva Data Resiliency Cloud,FIPS 140-3,4260,Druva Inc.,Druva FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2022-07-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4260,2026-06-06,not in regen,,,,,
Druva Data Resiliency Cloud,FIPS 140-3,5176,Druva Inc.,Druva FIPS 140-3 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5176,2026-06-06,not in regen,,,,,
Entrust KeyControl,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,2026-06-06,not in regen,,,,,
Entrust KeyControl,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,deprecated,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796,2026-06-06,not in regen,,,,,
Entrust KeyControl,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338,2026-06-06,not in regen,,,,,
Entrust KeyControl,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336,2026-06-06,not in regen,,,,,
Entrust KeyControl,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335,2026-06-06,not in regen,,,,,
Entrust KeyControl,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333,2026-06-06,not in regen,,,,,
Entrust KeyControl,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765,2026-06-06,not in regen,,,,,
Entrust PKI,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,2026-06-06,not in regen,,,,,
Entrust PKI,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,deprecated,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796,2026-06-06,not in regen,,,,,
Entrust PKI,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338,2026-06-06,not in regen,,,,,
Entrust PKI,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336,2026-06-06,not in regen,,,,,
Entrust PKI,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765,2026-06-06,not in regen,,,,,
Entrust Signing Automation,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,2026-05-16,not in regen,,,,,
Entrust nShield,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,,,,,,,
Entrust nShield,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,deprecated,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796,2026-06-06,not in regen,,,,,
Entrust nShield,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338,,,,,,,
Entrust nShield,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336,,,,,,,
Entrust nShield,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335,,,,,,,
Entrust nShield,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333,,,,,,,
Entrust nShield,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765,,,,,,,
F5 ADSP PQC,FIPS 140-3,5023,"F5, Inc.",OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-06-08,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5023,2026-06-06,not in regen,,,,,
